tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,pop_north_band,pop_middle_band,pop_south_band,frac_north_band,frac_middle_band,frac_south_band,mean_local_light,vent_cell_population,vent_cell_frac,mean_move_per_org_tick,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
220,211,254,43,43,0,0,0,10,7.710283,0.0,7378.079136,248.562891,3023.726826,2549.65735,185.04,220,3,90,274560.0,23732.148,232.1881,220.0306,0.0,0.0,0.0,0.0,11,0.042654,75,112,24,0.35545,0.530806,0.113744,0.898784,11,0.052133,0.0,1.007203,0.497439,0.498733,1.005876,0.401917,0.301443,0.299672,0.501666,0.050142,0.201349,0.301369,0.500978,0.400346,0.049718,0.00242,0.000477,0.000408,0.002196,0.00035,0.000199,0.000165,0.000438,5e-06,9.9e-05,0.000257,0.000607,0.000402,1.8e-05
240,216,261,45,45,0,0,0,11,8.043704,0.0,7459.943424,253.328492,3018.627804,2539.547743,198.44,240,3,89,299520.0,25959.8715,271.7618,227.1615,0.0,0.0,0.0,0.0,11,0.041667,75,118,23,0.347222,0.546296,0.106481,0.898514,12,0.055556,0.000324,1.007765,0.497291,0.498514,1.005315,0.402346,0.3014,0.299968,0.50147,0.050119,0.201464,0.301421,0.501119,0.399891,0.049602,0.002514,0.000509,0.000428,0.002219,0.00036,0.000208,0.000179,0.000464,5e-06,9.9e-05,0.000255,0.000656,0.000418,1.9e-05
260,217,264,47,47,0,0,0,12,7.979532,0.0,7507.828285,257.437956,3014.582512,2525.068726,215.6,260,3,89,324480.0,28191.5415,311.2241,233.5201,0.2161,0.0,0.0,0.0,11,0.041475,76,118,23,0.35023,0.543779,0.105991,0.899274,12,0.0553,0.0,1.007561,0.497481,0.498465,1.005143,0.402321,0.301539,0.299845,0.501291,0.050082,0.201254,0.301419,0.501583,0.399947,0.049679,0.00254,0.000509,0.000411,0.002228,0.000351,0.000214,0.00018,0.000457,5e-06,0.000101,0.000256,0.000663,0.000419,2e-05
280,219,271,52,52,0,0,0,13,7.527824,0.0,7532.758125,258.376443,3014.095733,2524.549664,228.99,280,3,88,349440.0,30441.423,332.0433,240.1937,0.2877,0.0,0.0,0.0,11,0.045662,78,118,23,0.356164,0.538813,0.105023,0.896651,9,0.041096,0.0,1.008768,0.49762,0.497834,1.004194,0.401947,0.301739,0.300135,0.502023,0.050063,0.201149,0.301899,0.500913,0.400091,0.049754,0.002498,0.000511,0.000425,0.002173,0.000346,0.000215,0.00018,0.000463,5e-06,9.6e-05,0.000253,0.000658,0.000432,2e-05
300,220,274,54,54,0,0,0,11,6.715483,0.0,7551.207602,261.567513,3011.717004,2523.594542,246.21,300,3,88,374400.0,32692.263,353.7893,245.7725,0.2877,0.0,0.0,0.0,11,0.045455,77,120,23,0.35,0.545455,0.104545,0.895595,10,0.045455,0.0,1.008805,0.498364,0.497564,1.004484,0.402214,0.301769,0.30043,0.50206,0.050071,0.201279,0.302143,0.501385,0.400214,0.049831,0.00249,0.000537,0.000425,0.002159,0.000357,0.000215,0.000174,0.000478,6e-06,9.6e-05,0.000249,0.000656,0.000433,1.9e-05
320,223,282,59,59,0,0,0,11,6.093407,0.0,7583.65077,261.037426,3012.869167,2522.411592,258.36,320,3,88,399360.0,34967.6385,376.6485,250.9962,0.4824,0.0,0.0,0.0,11,0.044843,79,121,23,0.35426,0.542601,0.103139,0.898608,11,0.049327,0.0,1.00911,0.498034,0.497741,1.00258,0.402776,0.301597,0.300614,0.50264,0.050133,0.201171,0.301687,0.50058,0.400551,0.049893,0.002713,0.000533,0.000439,0.002225,0.00036,0.000211,0.000176,0.000466,6e-06,9.7e-05,0.000221,0.000644,0.000453,1.9e-05
340,223,287,64,64,0,0,0,13,5.761323,0.0,7627.688056,262.723139,3011.515538,2520.60408,273.74,340,4,88,424320.0,37268.784,401.0973,258.4355,0.5941,0.0,0.0,0.0,11,0.044843,81,119,23,0.363229,0.533632,0.103139,0.902563,10,0.044843,0.000305,1.009056,0.497523,0.49736,1.002912,0.402989,0.301409,0.300517,0.502612,0.050127,0.20102,0.302151,0.500752,0.401029,0.049884,0.002746,0.000547,0.00045,0.002125,0.000338,0.00022,0.000169,0.000471,6e-06,9.4e-05,0.00021,0.00067,0.000459,2e-05
360,225,294,69,69,0,0,0,16,6.527473,0.0,7706.645693,263.209663,3010.262864,2519.372538,285.86,360,4,88,449280.0,39606.804,426.133,264.9028,0.5941,0.0,0.0,0.0,11,0.04,82,120,23,0.364444,0.533333,0.102222,0.900913,10,0.044444,0.0,1.00799,0.497595,0.49672,1.002543,0.402757,0.301829,0.300599,0.502268,0.050038,0.201183,0.302606,0.500686,0.400911,0.049886,0.002752,0.000549,0.000484,0.002084,0.000338,0.000236,0.000162,0.000447,5e-06,9.5e-05,0.000199,0.000679,0.000458,2.1e-05
380,226,298,72,72,0,0,0,14,5.169966,0.0,7769.992521,265.924373,3008.905661,2518.743258,300.86,380,4,88,474240.0,41944.824,451.1686,271.1797,0.7244,0.0,0.0,0.0,11,0.039823,83,120,23,0.367257,0.530973,0.10177,0.901633,10,0.044248,0.000895,1.008015,0.497104,0.496489,1.003638,0.402686,0.301722,0.300576,0.502469,0.050041,0.201063,0.302495,0.500766,0.400959,0.050001,0.002743,0.00054,0.000485,0.002085,0.000349,0.000239,0.000161,0.000438,6e-06,9.2e-05,0.000195,0.000652,0.000449,2.1e-05
400,229,304,75,75,0,0,0,14,4.676805,0.0,7807.899714,270.68328,3004.639914,2518.412657,314.16,400,4,88,499200.0,44293.7565,476.2043,279.3353,0.902,0.0,0.0,0.0,29,0.034934,81,124,24,0.353712,0.541485,0.104803,0.896325,10,0.043668,0.0,1.008088,0.49769,0.496406,1.003136,0.402975,0.301704,0.300547,0.502119,0.050054,0.201026,0.302527,0.50131,0.400968,0.050097,0.002813,0.000558,0.000488,0.00211,0.000346,0.000242,0.000168,0.000457,6e-06,9.2e-05,0.000196,0.000671,0.000449,2.1e-05
420,229,311,82,82,0,0,0,19,7.830038,0.0,7832.676085,269.114935,3003.055028,2518.099126,325.89,420,4,87,524160.0,46660.446,501.388,286.4651,0.902,0.0,0.0,0.0,37,0.043668,81,125,23,0.353712,0.545852,0.100437,0.899718,11,0.048035,0.001461,1.005991,0.49665,0.495491,1.003417,0.403059,0.301471,0.301006,0.502877,0.050067,0.201284,0.302611,0.502126,0.401275,0.049869,0.002896,0.000575,0.000529,0.002163,0.000346,0.000251,0.000168,0.000468,6e-06,9.6e-05,0.000208,0.000681,0.000453,2.2e-05
440,229,317,88,88,0,0,0,21,6.39782,0.0,7874.566018,269.670427,3003.931753,2517.294904,339.89,440,4,87,549120.0,49029.168,527.3806,294.3621,0.902,0.0,0.0,0.0,37,0.048035,83,123,23,0.362445,0.537118,0.100437,0.904303,11,0.048035,0.001748,1.005353,0.495954,0.495512,1.003526,0.403494,0.301078,0.301351,0.502815,0.050087,0.20163,0.302368,0.502317,0.400676,0.049772,0.002944,0.000568,0.000523,0.002242,0.000369,0.000248,0.000181,0.000495,6e-06,9.6e-05,0.000208,0.000696,0.000451,2.2e-05
460,236,326,90,90,0,0,0,20,5.242318,0.0,7926.17654,273.73052,3001.027162,2515.848848,347.89,460,4,87,574080.0,51423.696,554.8707,300.7219,0.9629,0.0,0.0,0.0,37,0.050847,86,127,23,0.364407,0.538136,0.097458,0.903419,12,0.050847,0.0,1.005588,0.496375,0.495533,1.003327,0.403698,0.301287,0.30117,0.502556,0.050147,0.201503,0.302271,0.502627,0.400201,0.049811,0.003048,0.000549,0.000509,0.002445,0.000382,0.000244,0.0002,0.000494,6e-06,0.0001,0.000208,0.0007,0.000508,2e-05
480,241,335,94,94,0,0,0,18,5.077836,0.0,7996.42501,278.125122,2996.797041,2515.109096,355.49,480,4,87,599040.0,53881.464,582.2234,309.397,1.4787,0.0,0.0,0.0,37,0.045643,88,129,24,0.365145,0.53527,0.099585,0.903255,11,0.045643,0.000897,1.006725,0.496708,0.495121,1.002731,0.403332,0.301378,0.301178,0.503201,0.050145,0.201607,0.302243,0.503285,0.400025,0.049754,0.003051,0.000594,0.000515,0.002463,0.000397,0.000255,0.000197,0.000496,6e-06,0.0001,0.000214,0.00072,0.000508,2e-05
500,242,340,98,98,0,0,0,18,5.770042,0.0,8043.805584,284.585688,2989.64427,2514.172344,368.82,500,4,86,624000.0,56370.945,610.3556,320.6037,1.5098,0.0,0.0,0.0,37,0.041322,87,132,23,0.359504,0.545455,0.095041,0.902789,10,0.041322,0.0,1.005209,0.496515,0.495962,1.003062,0.403763,0.30169,0.301072,0.503078,0.050118,0.201427,0.302038,0.503107,0.400256,0.049772,0.003194,0.000607,0.000494,0.002517,0.000412,0.000246,0.000195,0.000545,6e-06,9.8e-05,0.000222,0.00072,0.000494,2e-05
520,240,343,103,103,0,0,0,21,5.548563,0.0,8102.248229,285.487379,2988.964058,2513.61515,388.32,520,4,86,648960.0,58879.2795,638.4878,327.6256,1.5098,0.0,0.0,0.0,37,0.041667,87,131,22,0.3625,0.545833,0.091667,0.904163,10,0.041667,0.001678,1.004637,0.496505,0.496323,1.003078,0.40344,0.301567,0.301097,0.502189,0.050168,0.201525,0.301892,0.502961,0.400621,0.049836,0.003213,0.000593,0.000477,0.002547,0.000409,0.000224,0.000196,0.000543,6e-06,9.5e-05,0.000221,0.000716,0.000492,2e-05
540,243,348,105,105,0,0,0,18,4.466781,0.0,8176.89144,286.717681,2988.815538,2513.27802,399.49,540,4,86,673920.0,61406.0355,666.62,331.1835,1.5707,0.0,0.0,0.0,37,0.041152,87,135,21,0.358025,0.555556,0.08642,0.904747,10,0.041152,0.0,1.005912,0.496348,0.496507,1.003174,0.403887,0.301418,0.301202,0.502184,0.050164,0.201265,0.301748,0.502617,0.400539,0.049881,0.003255,0.000598,0.00047,0.002551,0.000406,0.000225,0.000202,0.000559,6e-06,9.5e-05,0.000218,0.000716,0.00049,2e-05
560,241,353,112,112,0,0,0,21,6.236618,0.0,8244.893204,283.714472,2990.04891,2512.071189,411.8,560,4,86,698880.0,63926.2935,695.8757,336.9654,1.7109,0.0,0.0,0.0,37,0.041494,87,135,19,0.360996,0.560166,0.078838,0.908222,11,0.045643,0.000499,1.00383,0.496708,0.497174,1.004617,0.403864,0.301316,0.301533,0.501741,0.0502,0.20114,0.302114,0.502658,0.400452,0.049877,0.003285,0.000596,0.000507,0.002756,0.000408,0.000237,0.000203,0.000544,6e-06,9.8e-05,0.000218,0.00074,0.000514,2.1e-05
580,242,359,117,117,0,0,0,20,3.981899,0.0,8306.612186,285.465679,2990.552422,2510.161372,424.52,580,4,86,723840.0,66438.9435,726.4353,344.5372,1.7553,0.0,0.0,0.0,37,0.03719,88,135,19,0.363636,0.557851,0.078512,0.90895,11,0.045455,0.001138,1.004344,0.496825,0.497484,1.004527,0.403697,0.301675,0.301091,0.50191,0.050105,0.200965,0.301821,0.502801,0.400612,0.049882,0.00336,0.000571,0.000496,0.002674,0.000416,0.000249,0.000192,0.00057,5e-06,9.7e-05,0.000218,0.000741,0.000497,2.2e-05
600,246,367,121,121,0,0,0,20,4.841041,0.0,8365.566081,287.792312,2987.366647,2508.129097,434.44,600,4,86,748800.0,68968.284,757.5629,351.5771,1.8896,0.0,0.0,0.0,37,0.04065,89,138,19,0.361789,0.560976,0.077236,0.909415,11,0.044715,0.000853,1.005346,0.497575,0.49793,1.006901,0.403782,0.30167,0.300986,0.501758,0.050102,0.200819,0.301876,0.502287,0.400459,0.049806,0.003485,0.000617,0.000544,0.002855,0.000423,0.000252,0.0002,0.000598,6e-06,9.9e-05,0.000209,0.000765,0.000515,2.2e-05
620,249,373,124,124,0,0,0,18,3.751024,0.0,8397.215802,292.696664,2983.552312,2506.143581,445.19,620,4,86,773760.0,71509.194,789.0153,359.6809,2.4019,0.0,0.0,0.0,37,0.040161,90,140,19,0.361446,0.562249,0.076305,0.908994,12,0.048193,0.001129,1.005047,0.497619,0.498244,1.006397,0.403137,0.301823,0.300828,0.501682,0.050124,0.200852,0.301871,0.502257,0.400315,0.049825,0.003446,0.000612,0.000556,0.002802,0.000405,0.000256,0.000189,0.000599,6e-06,0.000101,0.000209,0.000748,0.00052,2.2e-05
640,253,379,126,126,0,0,0,18,3.447416,0.0,8405.806666,298.166307,2978.386277,2503.919577,454.85,640,4,86,798720.0,74064.7965,820.843,367.4599,2.4019,0.0,0.0,0.0,37,0.039526,90,144,19,0.355731,0.56917,0.075099,0.907951,12,0.047431,0.000271,1.00573,0.497615,0.497596,1.007441,0.403342,0.301769,0.300816,0.501087,0.050109,0.200915,0.301938,0.503328,0.40028,0.049979,0.003575,0.000643,0.000545,0.003024,0.000405,0.000264,0.000198,0.000626,6e-06,0.000103,0.000218,0.000819,0.000518,2.4e-05
660,255,386,131,131,0,0,0,20,3.719187,0.0,8420.910569,299.026663,2977.25415,2501.784276,463.85,660,4,86,823680.0,76636.236,852.821,374.4133,2.5272,0.0,0.0,0.0,37,0.039216,89,147,19,0.34902,0.576471,0.07451,0.905465,12,0.047059,0.000778,1.004697,0.498082,0.498195,1.007113,0.403053,0.301952,0.300852,0.501231,0.050132,0.200924,0.302426,0.503021,0.400252,0.050063,0.003591,0.000631,0.000537,0.003012,0.000416,0.000254,0.000201,0.000626,6e-06,0.000103,0.000229,0.000782,0.00051,2.4e-05
680,256,390,134,134,0,0,0,21,4.742632,0.0,8411.704744,302.828211,2972.429157,2499.653624,477.73,680,4,86,848640.0,79220.1885,884.799,381.8774,2.5272,0.0,0.0,0.0,37,0.039062,89,149,18,0.347656,0.582031,0.070312,0.905344,12,0.046875,0.000516,1.004428,0.498121,0.498931,1.006112,0.403206,0.302086,0.300951,0.501687,0.050125,0.200913,0.302186,0.502723,0.400183,0.050042,0.003637,0.000628,0.00057,0.003064,0.000417,0.000247,0.000206,0.000621,6e-06,0.000103,0.000231,0.000789,0.000509,2.4e-05
700,258,396,138,138,0,0,0,21,3.629616,0.0,8402.29372,304.151613,2972.218771,2497.291555,490.68,700,4,86,873600.0,81807.9675,916.777,387.8298,2.625,0.0,0.0,0.0,37,0.03876,90,150,18,0.348837,0.581395,0.069767,0.90543,12,0.046512,0.000502,1.004932,0.498107,0.499555,1.005317,0.402905,0.302125,0.300917,0.502376,0.05016,0.2011,0.301975,0.502056,0.400105,0.050039,0.003649,0.00063,0.000582,0.003111,0.000421,0.000258,0.00021,0.000613,6e-06,0.000103,0.000236,0.000776,0.000492,2.4e-05
720,257,400,143,143,0,0,0,23,5.019834,0.0,8402.042394,303.645307,2971.334859,2494.375506,507.33,720,4,86,898560.0,84426.2475,948.755,393.1771,2.625,0.0,0.0,0.0,37,0.035019,87,152,18,0.338521,0.59144,0.070039,0.899586,11,0.042802,0.00027,1.006016,0.49852,0.499577,1.005689,0.403059,0.302004,0.300606,0.502243,0.050134,0.200963,0.302478,0.501106,0.400442,0.049982,0.003546,0.000641,0.000603,0.003118,0.00041,0.00026,0.000214,0.000625,6e-06,0.000101,0.000239,0.000762,0.000495,2.3e-05
740,258,408,150,150,0,0,0,26,4.743341,0.0,8420.253907,301.97339,2973.28327,2490.296706,516.76,740,4,86,923520.0,87044.5275,980.733,400.0781,2.625,0.0,0.0,0.0,37,0.034884,88,152,18,0.341085,0.589147,0.069767,0.900384,11,0.042636,0.000541,1.006331,0.497905,0.499343,1.006494,0.403678,0.302182,0.300568,0.501676,0.05014,0.201251,0.302563,0.502121,0.400783,0.050114,0.003659,0.000661,0.000607,0.003434,0.000431,0.000264,0.00024,0.000631,6e-06,0.000109,0.000248,0.000846,0.000547,2.3e-05
760,261,411,150,150,0,0,0,23,3.578826,0.0,8412.472228,309.530734,2966.89044,2483.529626,530.67,760,4,86,948480.0,89662.8075,1012.711,407.4582,2.8022,0.0,0.0,0.0,37,0.034483,88,155,18,0.337165,0.59387,0.068966,0.899443,11,0.042146,0.0,1.006503,0.498009,0.499585,1.006076,0.403597,0.30216,0.300583,0.502012,0.050144,0.201351,0.302535,0.502141,0.400681,0.050048,0.003637,0.000661,0.00061,0.003418,0.000427,0.000264,0.000237,0.000642,6e-06,0.000111,0.000254,0.000841,0.000544,2.4e-05
780,264,418,154,154,0,0,0,23,4.786308,0.0,8354.064497,312.362632,2962.85106,2478.340119,539.18,780,4,86,973440.0,92292.5895,1037.1359,415.195,2.8677,0.0,0.0,0.0,37,0.041667,87,159,18,0.329545,0.602273,0.068182,0.900273,12,0.045455,0.000247,1.005916,0.498091,0.499498,1.006756,0.403641,0.302293,0.30064,0.501616,0.050201,0.201508,0.302551,0.502918,0.399926,0.049978,0.0036,0.000668,0.000619,0.003462,0.00043,0.000258,0.000242,0.000632,6e-06,0.000111,0.000249,0.00085,0.000523,2.4e-05
800,259,421,162,162,0,0,0,28,8.995461,0.0,8313.321946,308.312545,2962.691994,2477.199814,557.53,800,4,85,998400.0,94934.6925,1056.2974,420.515,2.9656,0.0,0.0,0.0,37,0.03861,87,154,18,0.335907,0.594595,0.069498,0.899149,11,0.042471,0.000259,1.006626,0.498621,0.500004,1.00736,0.4033,0.302395,0.300496,0.50153,0.050198,0.201297,0.302751,0.503297,0.39992,0.049953,0.003592,0.000643,0.00062,0.003411,0.00042,0.000257,0.000228,0.00062,6e-06,0.000109,0.000249,0.000857,0.000533,2.4e-05
820,260,427,167,167,0,0,0,25,6.000038,0.0,8305.222699,309.518962,2964.481001,2475.322543,570.49,820,4,85,1023360.0,97583.469,1077.1723,427.481,3.0611,0.0,0.0,0.0,37,0.038462,89,152,19,0.342308,0.584615,0.073077,0.901154,11,0.042308,0.000783,1.006693,0.498906,0.499779,1.007483,0.403751,0.302791,0.300493,0.501239,0.050295,0.201263,0.302552,0.50374,0.399615,0.049847,0.003643,0.000636,0.000624,0.003527,0.000416,0.000262,0.000232,0.000615,7e-06,0.000112,0.000251,0.000898,0.000548,2.4e-05
840,260,433,173,173,0,0,0,26,7.675605,0.0,8306.26724,308.667416,2963.656979,2473.45896,581.5,840,4,84,1048320.0,100255.0335,1099.0773,433.8271,3.0611,0.0,0.0,0.0,37,0.038462,88,154,18,0.338462,0.592308,0.069231,0.903335,11,0.042308,0.00053,1.008812,0.499252,0.498923,1.010294,0.404276,0.302902,0.300198,0.500992,0.050324,0.201453,0.302966,0.503902,0.400395,0.049963,0.003867,0.000745,0.000645,0.003961,0.000426,0.000267,0.000228,0.00063,7e-06,0.000116,0.000244,0.000993,0.000561,2.5e-05
860,259,440,181,181,0,0,0,26,8.052145,0.0,8352.802185,304.344252,2967.603603,2472.27086,587.73,860,4,84,1073280.0,102944.151,1121.018,439.464,3.0611,0.0,0.0,0.0,37,0.03861,87,154,18,0.335907,0.594595,0.069498,0.901743,10,0.03861,0.001083,1.007719,0.499939,0.498417,1.009961,0.403743,0.302728,0.300236,0.501103,0.050318,0.201548,0.302814,0.503459,0.400203,0.049873,0.003886,0.000759,0.000611,0.00387,0.000432,0.000274,0.000237,0.000622,7e-06,0.000117,0.000243,0.000999,0.000551,2.6e-05
880,257,441,184,184,0,0,0,25,5.829647,0.0,8405.967794,307.616685,2966.553668,2471.489337,609.99,880,4,84,1098240.0,105636.591,1142.9586,446.2871,3.0611,0.0,0.0,0.0,37,0.038911,86,153,18,0.33463,0.595331,0.070039,0.900484,10,0.038911,0.00058,1.007929,0.499879,0.498112,1.010058,0.403756,0.302695,0.300199,0.501044,0.050328,0.201596,0.302633,0.503419,0.400151,0.049864,0.003871,0.00076,0.000597,0.003889,0.000434,0.000271,0.000236,0.000624,7e-06,0.000118,0.000245,0.000994,0.000552,2.6e-05
900,256,448,192,192,0,0,0,30,7.533407,0.0,8454.637989,304.78924,2967.677353,2470.957862,621.46,900,4,84,1123200.0,108329.031,1164.8993,452.7343,3.2416,0.0,0.0,0.0,37,0.039062,85,152,19,0.332031,0.59375,0.074219,0.898207,10,0.039062,0.000992,1.008061,0.500076,0.498559,1.009541,0.402944,0.302402,0.300354,0.501858,0.050346,0.201846,0.302604,0.503398,0.400365,0.049818,0.003902,0.000736,0.00064,0.003921,0.000423,0.000265,0.000229,0.000563,7e-06,0.000115,0.000249,0.000998,0.000557,2.5e-05
