tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
16780,594,7363,6769,6769,0,0,0,77,18.585855,0.0,18153.037338,701.075917,2560.338228,2400.0,3384.68,16780,21,76,20941440.0,3450216.03,2523.7617,8539.2849,215.1035,0.0,0.0,0.0,23,0.035354,1.003565,0.494271,0.506776,1.02712,0.406397,0.366408,0.304865,0.496065,0.048845,0.203945,0.315887,0.494411,0.414821,0.049626,0.015603,0.004484,0.005911,0.034047,0.002435,0.00981,0.001734,0.002799,4.3e-05,0.000753,0.001812,0.004914,0.004986,0.000199
16800,591,7374,6783,6783,0,0,0,80,17.840492,0.0,18091.289583,699.552671,2562.606837,2400.0,3413.04,16800,21,76,20966400.0,3456269.13,2525.7417,8553.8214,215.9349,0.0,0.0,0.0,23,0.033841,1.004652,0.494023,0.508136,1.030803,0.40626,0.367571,0.304712,0.495606,0.048814,0.203593,0.315585,0.494514,0.415128,0.049654,0.01575,0.004564,0.006369,0.035478,0.002436,0.010055,0.001717,0.002805,4.5e-05,0.000727,0.001839,0.004984,0.005019,0.000206
16820,582,7386,6804,6804,0,0,0,83,19.873996,0.0,18101.504787,686.331684,2573.79432,2400.0,3472.49,16820,20,76,20991360.0,3462326.343,2527.7217,8566.3159,216.4701,0.0,0.0,0.0,23,0.034364,1.002863,0.494806,0.508217,1.029782,0.405697,0.366028,0.304467,0.495186,0.04889,0.203739,0.315268,0.494007,0.414016,0.049389,0.015669,0.004523,0.006068,0.035436,0.002302,0.008982,0.001676,0.002831,4.5e-05,0.00074,0.001793,0.004906,0.004741,0.000201
16840,576,7396,6820,6820,0,0,0,81,21.811898,0.0,18209.089736,678.845414,2579.342689,2400.0,3478.03,16840,20,76,21016320.0,3468393.153,2529.7017,8578.2528,216.4701,0.0,0.0,0.0,23,0.034722,1.003585,0.495212,0.508203,1.029539,0.405784,0.366286,0.305293,0.494461,0.048851,0.203605,0.315559,0.493092,0.414824,0.049261,0.015954,0.004583,0.006148,0.035737,0.002369,0.009063,0.001697,0.002832,4.5e-05,0.000706,0.001798,0.004955,0.004788,0.000197
16860,572,7403,6831,6831,0,0,0,82,18.160314,0.0,18361.074959,678.629674,2583.210012,2400.0,3518.71,16860,20,76,21041280.0,3474459.963,2531.6817,8590.118,216.6336,0.0,0.0,0.0,23,0.02972,1.00379,0.495166,0.507833,1.02876,0.406289,0.367799,0.305292,0.494307,0.048937,0.203786,0.315636,0.493123,0.414939,0.049305,0.016033,0.004611,0.006208,0.036012,0.002368,0.00914,0.001704,0.00284,4.6e-05,0.000705,0.001824,0.004986,0.004828,0.000197
16880,581,7423,6842,6842,0,0,0,85,18.560521,0.0,18479.563686,678.87715,2582.562329,2400.0,3473.03,16880,20,76,21066240.0,3480526.773,2533.6617,8604.0322,216.921,0.0,0.0,0.0,54,0.02926,1.003014,0.496309,0.507447,1.027003,0.406976,0.366883,0.30518,0.494532,0.04914,0.204596,0.316017,0.495266,0.414333,0.049305,0.016242,0.004513,0.006123,0.034796,0.002319,0.009018,0.001711,0.002793,4.7e-05,0.000745,0.001862,0.004875,0.00484,0.000195
16900,582,7434,6852,6852,0,0,0,87,17.57017,0.0,18575.532801,684.929921,2577.49991,2400.0,3482.12,16900,20,76,21091200.0,3486593.583,2535.6417,8621.0094,217.7837,0.0,0.0,0.0,23,0.02921,1.00327,0.497112,0.507184,1.027816,0.406745,0.365422,0.305486,0.49545,0.049147,0.204507,0.31627,0.495045,0.414152,0.049299,0.016123,0.004445,0.006037,0.033477,0.002303,0.008711,0.001673,0.002695,4.8e-05,0.000744,0.001871,0.004888,0.00482,0.000195
16920,579,7450,6871,6871,0,0,0,89,19.81169,0.0,18638.881689,681.761334,2578.426976,2400.0,3507.27,16920,20,76,21116160.0,3492660.2557,2537.6217,8639.6957,218.5162,0.0,0.0,0.0,54,0.029361,1.003148,0.496424,0.50675,1.02774,0.407224,0.366024,0.305716,0.495696,0.049133,0.204534,0.316813,0.494233,0.414185,0.049415,0.016411,0.00454,0.005977,0.033425,0.00233,0.008775,0.001685,0.002591,4.9e-05,0.000754,0.001855,0.004949,0.004919,0.0002
16940,582,7463,6881,6881,0,0,0,85,18.070417,0.0,18737.408351,684.450654,2577.478929,2400.0,3501.55,16940,20,76,21141120.0,3498744.9272,2539.6017,8654.6846,219.0801,0.0,0.0,0.0,48,0.02921,1.002345,0.496543,0.507473,1.029244,0.407862,0.366566,0.305524,0.494862,0.049212,0.204858,0.316641,0.495506,0.414417,0.049505,0.016732,0.004674,0.006061,0.034623,0.002418,0.009002,0.001675,0.002624,5e-05,0.000787,0.001873,0.005097,0.005005,0.000204
16960,583,7472,6889,6889,0,0,0,83,16.853326,0.0,18836.88661,687.840851,2575.305824,2400.0,3512.5,16960,20,76,21166080.0,3504839.5772,2541.5817,8667.9224,219.0801,0.0,0.0,0.0,48,0.02916,1.001722,0.495518,0.507681,1.030391,0.407523,0.367329,0.305461,0.494899,0.049196,0.204614,0.316605,0.494523,0.414467,0.049607,0.016867,0.004694,0.006066,0.035071,0.002394,0.009161,0.001688,0.002687,5e-05,0.000761,0.001882,0.005106,0.004969,0.000204
16980,584,7487,6903,6903,0,0,0,82,16.915195,0.0,18907.975024,687.173317,2575.911489,2400.0,3515.82,16980,20,76,21191040.0,3510934.2272,2543.5617,8683.3811,219.7428,0.0,0.0,0.0,48,0.02911,1.002685,0.496194,0.508422,1.032795,0.406762,0.366936,0.305479,0.495603,0.049152,0.204221,0.316116,0.494507,0.413932,0.049705,0.016839,0.004687,0.005942,0.035621,0.002327,0.009172,0.001724,0.002746,5e-05,0.000755,0.001895,0.005081,0.005037,0.000206
